,company_name,company_address,company_brand,company_halal_status,company_info_url,state,category
736,NIS SPICE MANUFACTURING SDN BHD,"NO. 72, JALAN PERDAGANGAN 16  TAMAN UNIVERSITI 81300 SKUDAI, JOHOR ",,,directory/slm_viewdetail.php?comp_code=COMP-20050915-152247&type=C&ty=CO,01,PR
737,NJ NATURE JUICE SDN BHD,"NO.88, LAGENDA INDUSTRIAL PARK, JALAN LAGENDA 5, TAMAN LAGENDA PUTRA, 81000 KULAI, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20210129-184312&type=C&ty=CO,01,PR
738,NORIMARINE SDN. BHD.,"NO 24 & 26, JALAN PJS 11/5, SUNWAY INDUSTRIAL PARK, 47500 SUBANG JAYA, SELANGOR. Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20181210-134634&type=C&ty=CO,01,PR
739,NORTHWOOD FOOD COMPANY SDN. BHD.,"392, JALAN NILAI 7/16, KAWASAN INDUSTRI NILAI 7, 71800, NILAI, NEGERI SEMBILAN. 71800 Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20120521-144002&type=C&ty=CO,01,PR
740,NOURI FOOD & ENTERPRISE,"NO 8, JALAN PERUMAHAN DESA RAKYAT 1 TAMAN PERUMAHAN DESA RAKYAT MASAI 81750 MASAI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20170728-152736&type=C&ty=CO,01,PR
741,NTPODES FOOD HOLDING SDN BHD,"PTD 153801, NO 7, JALAN MAKMUR 2, TAMAN PERINDUSTRIAN CEMERLANG, 81800 ULU TIRAM, JOHOR. 81800 ULU TIRAM  Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20190630-145722&type=C&ty=CO,01,PR
742,NTUC FAIRPRICE CO-OP LTD,"NO 1, JOO KOON CIRCLE, LEVEL 13, SINGAPORE 629117 62911 Luar Negeri / International",,,directory/slm_viewdetail.php?comp_code=COMP-20050812-102944&type=C&ty=CO,01,PR
743,NTUC FAIRPRICE CO-OPERATIVE LIMITED,"NO.1 JOO KOON CIRCLE, LEVEL 13, SINGAPORE 629117 Luar Negeri / International",,,directory/slm_viewdetail.php?comp_code=COMP-20170821-161702&type=C&ty=CO,01,PR
744,NTUC FAIRPRICE CO-OPERATIVE LIMITED,"NO. 1 JOO KOON CIRCLE, LEVEL 13, SINGAPORE 629117 62911 Luar Negeri / International",,,directory/slm_viewdetail.php?comp_code=COMP-20150901-024042&type=C&ty=CO,01,PR
745,NUFIYA EMPIRE SDN. BHD.,"BLOCK A-G-3A, DAMAI HILLPARK, JALAN 6/1F, DAMAI HILLPARK, BANDAR DAMAI PERDANA, 48200 CHERAS, SELANGOR Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20181214-221657&type=C&ty=CO,01,PR
746,NUTRA LIPIDS (M) SDN BHD,"NO. 593, JALAN IDAMAN 3/8,  TAMAN PERINDUSTRIAN SENAI IDAMAN , 81400 SENAI JOHOR, MALAYSIA. ",,,directory/slm_viewdetail.php?comp_code=COMP-20190124-165033&type=C&ty=CO,01,PR
747,NUTRI MILLS PRODUCTS SDN. BHD.,"SUITE2-7, 2ND FLOOR, WISMA SOUTHERN,  NO. 26-34, JALAN DATO HAMZAH, 41000 KLANG, SELANGOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20140723-162309&type=C&ty=CO,01,PR
748,NUTRI TASTE SDN. BHD.,"LOT 677, JALAN JERAM, 84000 MUAR, JOHOR. 84000 MUAR Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050519-104032&type=C&ty=CO,01,PR
749,NUTRIBEN INDUSTRIES SDN. BHD.,"NO 293, JALAN IDAMAN 1/15, KAWASAN PERINDUSTRIAN DESA IDAMAN, 81400 SENAI, JOHOR ",,,directory/slm_viewdetail.php?comp_code=COMP-20111220-150321&type=C&ty=CO,01,PR
750,NUTRIFISH PRODUCT SDN BHD,"23 & 25, JALAN PERDAGANGAN 16, TAMAN UNIVERSITI  SKUDAI 81300 SKUDAI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20190318-120526&type=C&ty=CO,01,PR
751,NUTRITION MATTERS SDN BHD,"26-1, JALAN USJ 1/1B, REGALIA BUSINESS CENTRE, 47500 SUBANG JAYA, SELANGOR, MALAYSIA. Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20141008-170922&type=C&ty=CO,01,PR
752,NZ FROZEN INDUSTRIES SDN. BHD.,"LOT E1, KOMPLEKS KILANG SME BANK, 15, JALAN TAHANA, KAWASAN PERINDUSTRIAN TAMPOI, 80350 JOHOR BAHRU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20091206-133328&type=C&ty=CO,01,PR
753,OCEAN MINERAL WATER ( M ) SDN. BHD.,"LOT 690, JALAN SUNGAI TIRAM, 81800 ULU TIRAM, JOHOR 81800 JOHOR Johor",,Dalam Tempoh Tindakan Pembetulan,directory/slm_viewdetail.php?comp_code=COMP-20060601-152143&type=C&ty=CO,01,PR
754,ODSEA NETWORK SDN BHD,"NO. 9, JALAN BUKIT 2, KAWASAN MIEL, BANDAR SERI ALAM FASA VII, 81750 MASAI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20160823-144238&type=C&ty=CO,01,PR
755,OLAM INTERNATIONAL LIMITED,7 STRAITS VIEW MARINA ONE EAST TOWER #20-01 018936 SINGAPORE 18936 Luar Negeri / International,,,directory/slm_viewdetail.php?comp_code=COMP-20191031-135829&type=C&ty=CO,01,PR
756,OLD CHANG KEE MANUFACTURING SDN BHD,"NO. 2, JALAN LAMAN SETIA 7/1, LAMAN SETIA,  SETIA BUSINESS PARK,  81550 JOHOR BAHRU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20151209-181742&type=C&ty=CO,01,PR
757,ONE CENTRE KITCHEN,"17, JALAN DATO' YUNUS 5, TAMAN PERINDUSTRIAN DATO' YUNUS SULAIMAN, 81300 SKUDAI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20191213-200933&type=C&ty=CO,01,PR
758,ONG SAM YONG TEA INDUSTRIES SDN BHD,"NO. 22 & 24, JALAN SRI SULONG SELATAN TAMAN INDUSTRI SRI SULONG 83020 BATU PAHAT, JOHOR ",,,directory/slm_viewdetail.php?comp_code=COMP-20090417-171116&type=C&ty=CO,01,PR
759,OP-G INNOVATIVE INDUSTRY SDN. BHD,"NO. 90-1, JALAN MUTIARA MELAKA 1, TAMAN MUTIARA MELAKA, 75350 BATU BERENDAM, MELAKA. Melaka",,,directory/slm_viewdetail.php?comp_code=COMP-20121214-120016&type=C&ty=CO,01,PR
760,ORCHID GOLDEN DE TABLE,"NO.4, JALAN 124, TAMAN KLUANG BARAT, 86000 KLUANG, JOHOR. Johor",,Dalam Tempoh Tindakan Pembetulan,directory/slm_viewdetail.php?comp_code=COMP-20170316-115401&type=C&ty=CO,01,PR
761,OREGON SWISS FOOD SDN BHD,"NO. 8, JALAN CANGGIH 12, TAMAN PERINDUSTRIAN CEMERLANG, 81800 JOHOR BHARU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20171031-171516&type=C&ty=CO,01,PR
762,ORIENTAL INCHAWAY SDN. BHD.,"NO 9 JALAN PERTAMA 2,   PUSAT PERDAGANGAN DANGA UTAMA  81200 JOHOR BAHRU Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20190809-130955&type=C&ty=CO,01,PR
763,OTHMAN BIN PUTEH,"NO.37,  JALAN ABDULLAH, 86800 MERSING, JOHOR Johor",,Dalam Tempoh Tindakan Pembetulan,directory/slm_viewdetail.php?comp_code=COMP-20190319-164543&type=C&ty=CO,01,PR
764,OUTSPAN MALAYSIA SDN BHD,"PLOT D28F-1, JALAN DPB/3, PELABUHAN TANJUNG PELEPAS, 81560 GELANG PATAH, JOHOR. 81560 JOHOR BAHRU Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20120622-105443&type=C&ty=CO,01,PR
765,OVOS TRADING SDN. BHD.,"NO.31, JALAN HANG LEKIR 18, TAMAN SKUDAI BARU, 81300 SKUDAI, JOHOR. 81300 Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20201102-195947&type=C&ty=CO,01,PR
766,OWL FOOD MANUFACTURE (M) SDN BHD,"LOT 7648, JALAN PERMAS BARAT, MUKIM PLENTONG, 81750 MASAI, JOHOR BHARU, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20141125-144958&type=C&ty=CO,01,PR
767,P M MAHSURI SDN BHD,"NO AL-176, LOT-2760, KAMPUNG BARU SUNGAI BULOH, 47000 SUNGAI BULOH, SELANGOR. 47000 Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20141027-153128&type=C&ty=CO,01,PR
768,PACIFIC OILS & FATS INDUSTRIES SDN BHD,"NO. 8, JALAN BESI UTAMA, BATU 24, KELAPA SAWIT, 81030 KULAIJAYA, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050526-163750&type=C&ty=CO,01,PR
769,PACIFIC OLEOCHEMICALS SDN BHD,"PLO 285, JALAN PEKELILING TIMUR, P. O. BOX 143, 81707 PASIR GUDANG, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20050715-182056&type=C&ty=CO,01,PR
770,PALMAJU EDIBLE OIL SDN BHD,"FUJI OIL GROUP, PLO 223, JLN TEMBAGA EMPAT, P.O BOX 59,  KAW PERINDUSTRIAN PASIR GUDANG, 81700 PASIR GUDANG, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20050708-163408&type=C&ty=CO,01,PR
771,PALMTOP VEGEOIL PRODUCTS SDN BHD,"PLO 470, JALAN KELULI 1,  KAWASAN PERINDUSTRIAN PASIR GUDANG, 81700 PASIR GUDANG, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20160524-135759&type=C&ty=CO,01,PR
772,PALSGAARD MALAYSIA SDN BHD,"NO 1, JALAN BIOTEKNOLOGI 2, KAWASAN PERINDUSTRIAN SILC, 79200 ISKANDAR PUTERI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20130110-133526&type=C&ty=CO,01,PR
773,PASTI SETERUS SDN. BHD.,"NO 2, JALAN FIRMA 2/2, KAWASAN PERINDUSTRIAN TEBRAU 1, 81100 JOHOR BAHRU, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20140418-191854&type=C&ty=CO,01,PR
774,PAVILION PRODUCTS (M) SDN BHD,"NO 5, JALAN ANGGERIK 36, TAMAN JOHOR JAYA, 81100 JOHOR BHARU, JOHOR Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20130215-095626&type=C&ty=CO,01,PR
775,PEARL ENTERPRISE,49 TELOK BLANGAH DRIVE #14-05 BLANGAH COURT SINGAPORE (100049) ,,,directory/slm_viewdetail.php?comp_code=COMP-20190222-101842&type=C&ty=CO,01,PR
776,PEPSICO (MALAYSIA) SDN BHD,"LEVEL 8,MENARA UAC,  NO. 12, JALAN PJU 7/5, MUTIARA DAMANSARA, 47800 PETALING JAYA Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20050706-151603&type=C&ty=CO,01,PR
777,PERFECT FOOD PRODUCTS SDN. BHD.,"NO. 111, JALAN SAWIT BARU 8, TAMAN PERINDUSTRIAN SAWIT BARU, 81030 KULAI, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20150726-234429&type=C&ty=CO,01,PR
778,PERNIAGAAN LYSHENG,"NO. 38-A, ATAS TANAH PTB 6477, HS (D) 11659, JALAN BAKARIAH, 84000 MUAR, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20090812-203641&type=C&ty=CO,01,PR
779,PERNIAGAAN MAKANAN MAZ,"NO. 18 & 20, JLN. BERJAYA 8/4 KAWASAN PERINDUSTRIAN BERJAYA 81300 JOHOR BHARU, JOHOR 81300 JOHOR BAHRU Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050818-091304&type=C&ty=CO,01,PR
780,PERNIAGAAN SOON LEE,"NO. 15,  JALAN BANANG 3, TAMAN JOHOR, 81200 JOHOR BAHRU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20120712-100658&type=C&ty=CO,01,PR
781,PERSONA LEGACY,"NO. 27, JALAN EJ 2/8, TAMAN EHSAN JAYA, 81100 JOHOR BAHRU, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20201005-100757&type=C&ty=CO,01,PR
782,PERTAMA SPRINGROLLS INDUSTRIES SDN. BHD.,"NO 275, BATU 32 3/4,  JALAN JOHOR,  82000 PONTIAN, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20150310-111142&type=C&ty=CO,01,PR
783,PERTAMA SPRINGROLLS MANUFACTURER (M) SDN. BHD.,"NO. 275, BATU 32 3/4, JALAN JOHOR, 82000 PONTIAN, JOHOR. 82000 PONTIAN Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20060702-220815&type=C&ty=CO,01,PR
784,PERUSAHAAN MAKANAN RJ,"POS 51,  KAMPUNG PARIT BENGKOK, SRI GADING 83300 BATU PAHAT, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20190319-173731&type=C&ty=CO,01,PR
785,PERUSAHAAN MAZ SDN BHD,"NO. 2, KILANG INKUBATOR GMP KEJORA, LOT PTB 1295 B, JALAN TUN MUTAHIR 7,  81440 BANDAR TENGGARA, KOTA TINGGI, JOHOR ",,,directory/slm_viewdetail.php?comp_code=COMP-20050621-145742&type=C&ty=CO,01,PR
786,PFI FOOD INDUSTRIES SDN. BHD.,"NO. 35, JALAN KEMPAS 4, TAMAN PERINDUSTRIAN TAMPOI INDAH, 81200 JOHOR BAHRU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20050621-151518&type=C&ty=CO,01,PR
787,PGEO BIOPRODUCTS SDN. BHD.,"PLO 338, JALAN TEMBAGA 2 KAWASAN PERINDUSTRIAN PASIR GUDANG 81707 PASIR GUDANG, JOHOR. 81707 Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20200128-161809&type=C&ty=CO,01,PR
788,PGEO BIOTECH SDN BHD,"PLO 342, JALAN TEMBAGA DUA, KAWASAN PERINDUSTRIAN PASIR GUDANG, 81700 PASIR GUDANG, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20160203-172114&type=C&ty=CO,01,PR
789,PGEO EDIBLE OILS SDN BHD,"PLO 338 JALAN TEMBAGA DUA, KAWASAN PERINDUSTRIAN PASIR GUDANG KAWASAN PERINDUSTRIAN PASIR GUDANG, P.O. BOX 80, PASIR GUDANG 81707 PASIR GUDANG Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050622-122705&type=C&ty=CO,01,PR
790,PGEO OIL MILL SDN BHD,"LOT 128, LORONG PUKAL 1,  KAWASAN LEMBAGA PELABUHAN JOHOR, 81700 PASIR GUDANG, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20150625-033619&type=C&ty=CO,01,PR
791,PHOON HUAT PTE LTD,231A PANDAN LOOP SINGAPORE 128419 Luar Negeri / International,,,directory/slm_viewdetail.php?comp_code=COMP-20200929-103712&type=C&ty=CO,01,PR
792,PHYTO HERBAL INDUSTRIES MANUFACTURING SDN BHD,"NO. 38 & 40, JALAN ISTIMEWA 5, TAMAN PERINDUSTRIAN CEMERLANG, 81800 ULU TIRAM, JOHOR BAHRU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20070802-174206&type=C&ty=CO,01,PR
793,PICCO ENTERPRISE PTE. LTD.,38 TUAS VIEW SQUARE SINGAPORE 637770 63770 Luar Negeri / International,,,directory/slm_viewdetail.php?comp_code=COMP-20160701-162512&type=C&ty=CO,01,PR
794,PIN XIANG INDUSTRIES SDN. BHD.,"NO.3, JALAN TIRAM 4, TAMAN PERINDUSTRIAN TIRAM, 81800 ULU TIRAM, JOHOR. 81800 JOHOR BAHRU Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20131226-222040&type=C&ty=CO,01,PR
795,PITABERRY SDN BHD,"NO. 7, JALAN DESA SERDANG 3, KAWASAN PERINDUSTRIAN DESA SERDANG, 43300 SERI KEMBANGAN, SELANGOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20070627-163204&type=C&ty=CO,01,PR
796,PK AGRO-INDUSTRIAL PRODUCTS (M) SDN.BHD.,"LOT 4, LINGKARAN SULTAN HISHAMUDDIN, KAWASAN 20, SELAT KLANG UTARA, 42000, PELABUHAN KLANG, SELANGOR. 42000 Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20100521-163554&type=C&ty=CO,01,PR
797,PMN BISCUIT INDUSTRIES SDN BHD,"(HEAD OFFICE) LOT. 1538, JALAN LOJI AIR, KAMPUNG TENGAH, 85000 SEGAMAT, JOHOR. 85000 SEGAMAT Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050928-093804&type=C&ty=CO,01,PR
798,POKKA (MALAYSIA) SDN BHD,"LOT 6, AIRPORT LOGISTICS PARK, SENAI INTERNATIONAL AIRPORT, 81250 JOHOR BAHRU, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20140408-063258&type=C&ty=CO,01,PR
799,POKKA PTE. LTD.,"39, QUALITY ROAD, SINGAPORE 618810 61881 Luar Negeri / International",,,directory/slm_viewdetail.php?comp_code=COMP-20060720-181135&type=C&ty=CO,01,PR
800,POLAR WATER DISTRIBUTOR PTE. LTD.,"21 WOODLANDS CLOSE,  #08-21, PRIMZ BIZHUB 737854 SINGAPORE ",,,directory/slm_viewdetail.php?comp_code=COMP-20190403-144322&type=C&ty=CO,01,PR
801,PONTIAN NOODLES MANUFACTURING SDN BHD,"NO.5 JALAN WIRA 8, TAMAN TAN SRI YACOB 81300 SKUDAI, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20130314-113236&type=C&ty=CO,01,PR
802,POWER ROOT (M) SDN BHD,"NO 4, JALAN SRI PLENTONG 5,  TAMAN PERINDUSTRIAN SRI PLENTONG, 81750 MASAI, JOHOR BHARU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20210217-152542&type=C&ty=CO,01,PR
803,POWER ROOT (M) SDN BHD,"NO. 1, JALAN SRI PLENTONG, TAMAN PERINDUSTRIAN SRI PLENTONG, 81750 MASAI, JOHOR BAHRU, JOHOR 81750 MASAI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20060310-153042&type=C&ty=CO,01,PR
804,POWER ROOT MANUFACTURING SDN BHD,"NO. 1, JALAN SRI PLENTONG, TAMAN PERINDUSTRIAN SRI PLENTONG, 81750 MASAI, JOHOR BAHRU, JOHOR 81750 MASAI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20060609-164217&type=C&ty=CO,01,PR
805,PREMIUM FATS SDN BHD,"PLO 66, JALAN TIMAH DUA, PASIR GUDANG INDUSTRIAL ESTATE, 81700 PASIR GUDANG, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050719-104928&type=C&ty=CO,01,PR
806,PREMIUM VEGETABLE OILS SDN BHD,"PLO 66 JALAN TIMAH 2, PASIR GUDANG INDUSTRIAL ESTATE PASIR GUDANG INDUSTRIAL ESTATE, PASIR GUDANG 81700 JOHOR Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050808-152546&type=C&ty=CO,01,PR
807,PRESTIGE PACKAGES SDN BHD,"PLO 97, 98 & 99 JALAN CYBER 5,  KAWASAN PERINDUSTRIAN SENAI, FASA 3 81400 SENAI Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20130418-124504&type=C&ty=CO,01,PR
808,PRIMA PALM PRODUCTS SDN BHD,"NO. 12, JALAN SAGAI 2, TAMAN PASIR PUTIH, SIME DARBY BUSINESS PARK, 81700 PASIR GUDANG, JOHOR BHARU, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20201123-211610&type=C&ty=CO,01,PR
809,PRIME SUPERMARKET LIMITED,125 DEFU LANE 10 PRIME BUILDING SINGAPORE (539233) Luar Negeri / International,,,directory/slm_viewdetail.php?comp_code=COMP-20200708-151849&type=C&ty=CO,01,PR
810,PROMAC INDUSTRIES (JOHORE) SDN BHD,"16 & 17, JALAN GANGSA 2,  KAWASAN PERINDUSTRIAN PASIR GUDANG, 81700, PASIR GUDANG, JOHOR 81700 PASIR GUDANG Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20071008-134949&type=C&ty=CO,01,PR
811,PURE WATER (JB) SDN BHD,"90A-1 BATU 4, JALAN TUN ABDUL RAZAK SUSUR 6 80350 JOHOR BAHRU, JOHOR ",,,directory/slm_viewdetail.php?comp_code=COMP-20190821-131334&type=C&ty=CO,01,PR
812,Q ONE BAKERY SDN. BHD. ( FORMELY KNOWN AS KIA TUN ),"NO. 298-1, JALAN INDAH 12, TAMAN INDAH, JALAN HAJI ABDULLAH, 84000 MUAR, JOHOR. 84000 MUAR Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20120219-154832&type=C&ty=CO,01,PR
813,QASANDER KL SDN BHD,"6-2,  JALAN ELEKTRON G U16/G, DENAI ALAM,  40160 SHAH ALAM, SELANGOR. Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20180927-154230&type=C&ty=CO,01,PR
814,QASZ GENIUS ENTERPRISE,"NO.7,  KG SG. NAGA API-API, 82000 PONTIAN, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20200613-103935&type=C&ty=CO,01,PR
815,QL FIGO (JOHOR) SDN BHD,"LOT 3627, JALAN HARMONI 1, TAMAN HARMONI, BATU 22, 81000 KULAI, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20050623-202819&type=C&ty=CO,01,PR
816,QL LIAN HOE SDN BHD,"NO. 4, JALAN PENAGA 9, KAWASAN PERINDUSTRIAN KOTA PUTRI, 81750 MASAI, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050705-182515&type=C&ty=CO,01,PR
817,QUIVINE TENOUS FOODSTUFF SDN BHD,"14, JALAN BUDI 17, TAMAN WAWASAN PERINDUSTRIAN, 83000 BATU PAHAT, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20140228-224245&type=C&ty=CO,01,PR
818,RABBISYFINA FOOD INDUSTRY,"NO. 23, 25 JALAN DESA RAKYAT 2, TAMAN DESA RAKYAT PERDANA, 81700 PASIR GUDANG, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20111012-213733&type=C&ty=CO,01,PR
819,RAHSIA IKHLAS SDN BHD,"NO. 48, KG JAWA PULAI SEBATANG,  AYER BALOI, 82100 PONTIAN, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20171109-210110&type=C&ty=CO,01,PR
820,RAKANDA ENTERPRISE SDN. BHD.,"NO.13, JALAN SIGNATURE INDUSTRIAL PARK 1, 43500 SEMENYIH, SELANGOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20140723-112747&type=C&ty=CO,01,PR
821,RAMLY FOOD MARKETING SDN BHD (FORMERLY KNOWN AS : PEMASARAN RAMLY MOKNI SDN BHD),"NO. 14 & 16, JALAN 29/10A,  TAMAN PERINDUSTRIAN IKS MUKIM BATU, 68100 KUALA LUMPUR 68100 Wilayah Persekutuan",,,directory/slm_viewdetail.php?comp_code=COMP-20050713-122011&type=C&ty=CO,01,PR
822,RASAKU MARKETING SDN BHD,"NO.17, LORONG KELULI 1C, TAMAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000, SHAH ALAM, SELANGOR. 40000 Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20171004-132912&type=C&ty=CO,01,PR
823,RAZQ INDUSTRIES SDN BHD,"NO. 1, 3 & 5, JALAN PLAZA 2, TAMAN MAHARANI PROMENADE, 84000 MUAR, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20171011-163456&type=C&ty=CO,01,PR
824,RCC WORLDWIDE (M) SDN. BHD.,"NO. 36-01, JALAN SETIA TROPIKA 1/18, TAMAN SETIA TROPIKA, 81200 JOHOR BAHRU Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20190218-073414&type=C&ty=CO,01,PR
825,RE ZELLE GROUP SDN. BHD.,"NO 7, JLN PERNIAGAAN 2,  PUSAT PERNIAGAAN KENANGA JLN BAKRI 84000 MUAR, JOHOR Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20200828-095655&type=C&ty=CO,01,PR
826,REEZQA GLOBAL,"NO 5, JALAN PADI HUMA 12, BANDAR BARU UDA, 81200 JOHOR BAHRU, JOHOR. ",,,directory/slm_viewdetail.php?comp_code=COMP-20210125-091602&type=C&ty=CO,01,PR
827,REKREA CORP SDN. BHD.,"129, BLOK 4,  LAMAN SERI BUSINESS PARK, SEKSYEN 13, 40100 SHAH ALAM, SELANGOR. Selangor",,,directory/slm_viewdetail.php?comp_code=COMP-20180227-113802&type=C&ty=CO,01,PR
828,REMPAHKU,"SMD 55, BATU 13 1/2,  KAMPUNG SERI MENANTI DARAT PARIT JAWA, 84160 MUAR, JOHOR. 84160 Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20190319-155246&type=C&ty=CO,01,PR
829,REMPAHS PTE. LTD,1092 LOWER DELTA ROAD #03-11/12 SINGAPORE (169203) ,,,directory/slm_viewdetail.php?comp_code=COMP-20190419-070438&type=C&ty=CO,01,PR
830,RENGER INTERNATIONAL SDN BHD,"LOT 5628,  JALAN SEELONG, 81400 SENAI, KULAIJAYA, JOHOR. Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20130206-135101&type=C&ty=CO,01,PR
831,RENGIT COFFEE SDN BHD,"NO.6-10, JALAN KEEMBONG, TAMAN RENGIT, 83100 BATU PAHAT JOHOR Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20070310-082759&type=C&ty=CO,01,PR
832,REX CANNING CO SDN BHD,"PLOT 125, JALAN PERINDUSTRIAN BUKIT MINYAK 5, SIMPANG AMPAT, 14100, BUKIT MERTAJAM, PULAU PINANG. ",,,directory/slm_viewdetail.php?comp_code=COMP-20050516-154031&type=C&ty=CO,01,PR
833,REZKIFAJAR SDN BHD,"L2, JALAN ML16,  ML16 INDUSTRIAL PARK 43300 SERI KEMBANGAN, SELANGOR. 43300 Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20181012-155123&type=C&ty=CO,01,PR
834,RICLEE FOOD TRADING,"5, JALAN DATARAN 3/3, TAMAN KEMPAS, 81200 JOHOR BAHRU, JOHOR. 81200 JOHOR BAHRU Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20130525-135104&type=C&ty=CO,01,PR
835,RIKEN VITAMIN CO. LTD,"1-6-1 YOTSUYA, SHINJUKU-KU, TOKYO, 160-0004, JAPAN 16000 16000 TOKYO Luar Negeri / International",,,directory/slm_viewdetail.php?comp_code=COMP-20130409-113144&type=C&ty=CO,01,PR
836,RIKEVITA (MALAYSIA) SDN BHD,"NO. 11,  JALAN BAYU, 81200 TAMPOI, JOHOR BAHRU, JOHOR. 81200 JOHOR BAHRU Johor",,,directory/slm_viewdetail.php?comp_code=COMP-20050916-152516&type=C&ty=CO,01,PR
837,RINSAN TRADING SDN.BHD.,"14, JALAN WIRA 8,  TAMAN TAN SRI YAAKOB, 81300 SKUDAI, JOHOR ",,,directory/slm_viewdetail.php?comp_code=COMP-20120706-105825&type=C&ty=CO,01,PR
838,RJM ENTERPRISE SDN. BHD.,"SUBLOT 101,LOT 1207, JALAN BAKO, DEMAK LAUT, SMI INDUSTRIAL PARK, 93050 KUCHING, SARAWAK.  Sarawak",,,directory/slm_viewdetail.php?comp_code=COMP-20120928-094240&type=C&ty=CO,01,PR
